Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker buy Volume,Taker Buy quote asset volume,
1.65898E+12,23282.54,23322.49,23213.3,23235.31,1065.03535,1.65898E+12,24783823.38,30158,532.71155,12398020.75,0
1.65898E+12,23235.31,23300,23223.12,23255.36,1206.05014,1.65898E+12,28053613.02,24706,500.25868,11637194.75,0
1.65898E+12,23258.65,23278,23220.01,23239.72,566.00162,1.65898E+12,13155903.17,17323,237.15831,5512703.613,0
1.65898E+12,23240.22,23305,23218.32,23278.92,645.69318,1.65898E+12,15021159.27,19101,316.24494,7357873.293,0
1.65898E+12,23278.92,23290.58,23245.79,23261.48,609.14993,1.65898E+12,14175065.89,19157,282.11461,6564911.836,0
1.65898E+12,23261.87,23290.74,23186.26,23188.83,588.09652,1.65898E+12,13668785.86,19862,272.95424,6344406.89,0
1.65898E+12,23187.39,23192.85,23117.87,23159.54,745.35524,1.65898E+12,17255240.69,23506,362.72629,8397516.932,0
1.65898E+12,23159.54,23170.21,23126.01,23142.12,430.024,1.65898E+12,9954447.919,14506,226.01294,5232155.547,0
1.65898E+12,23142.12,23147.41,23096.88,23123.56,723.2738,1.65898E+12,16722542.4,20751,367.50368,8497276.973,0
1.65898E+12,23123.56,23163.31,23118.3,23135.08,503.12736,1.65898E+12,11640620.04,17511,258.84189,5988860.582,0
1.65898E+12,23137.77,23163.92,23125.34,23131.56,404.47676,1.65898E+12,9359463.121,14165,180.43098,4175292.837,0
1.65898E+12,23131.56,23154.48,23110.45,23133.45,450.32534,1.65898E+12,10417665.63,15654,214.41962,4960539.672,0
1.65898E+12,23133.45,23196.09,23126,23183.98,568.03855,1.65898E+12,13153009.82,17255,347.75549,8053088.441,0
1.65898E+12,23182.86,23189.64,23090.56,23098.03,1067.42659,1.65898E+12,24696711.4,19420,403.87645,9344855.862,0
1.65898E+12,23098.03,23124,23073.87,23119.94,562.54633,1.65898E+12,12993669.33,18596,263.5271,6086967.838,0
1.65898E+12,23118.45,23155.53,23112,23147.42,395.0657,1.65898E+12,9140432.583,13704,215.30032,4981452.059,0
1.65898E+12,23146.67,23155.09,23126.46,23140.51,364.99299,1.65898E+12,8447500.232,13075,195.26075,4519352.426,0
1.65898E+12,23139.28,23171.22,23133.18,23170.59,335.68584,1.65898E+12,7771720.154,12465,179.14414,4147608.624,0
1.65898E+12,23170.54,23179.53,23145,23148.52,323.74818,1.65898E+12,7497653.394,11941,149.92935,3472236.41,0
1.65898E+12,23148.52,23152.66,23105.02,23119.32,405.94113,1.65898E+12,9387029.817,13586,205.24065,4745946.552,0
1.65898E+12,23119.33,23139.94,23105.2,23117.94,420.60927,1.65898E+12,9725525.729,13816,235.24841,5439737.287,0
1.65898E+12,23120.04,23144.58,23087.96,23129.25,519.7393,1.65898E+12,12013423.41,15945,273.36529,6319122.297,0
1.65898E+12,23127.19,23135.53,23083.93,23088.36,333.46599,1.65898E+12,7703534.529,13241,151.04858,3489388.082,0
1.65898E+12,23088.37,23098,23056.99,23066.63,429.2,1.65898E+12,9906201.793,14985,185.47436,4281004.832,0
1.65898E+12,23067.86,23077.77,23038.58,23077.24,516.38389,1.65898E+12,11906852.62,16867,260.47315,6006350.758,0
1.65898E+12,23076.02,23084.18,23058.76,23070.07,285.4534,1.65898E+12,6586000.879,11246,132.30887,3052732.641,0
1.65899E+12,23070.07,23087.9,23032,23039.52,386.93257,1.65899E+12,8927220.23,13587,181.63848,4191006.467,0
1.65899E+12,23039.49,23062.57,23033.8,23049.65,575.80778,1.65899E+12,13270292.78,15806,274.65839,6330182.817,0
1.65899E+12,23047.58,23095,23034.53,23091.27,576.96039,1.65899E+12,13308736.64,16549,327.53212,7555817.357,0
1.65899E+12,23092.8,23111.99,23085.27,23096.19,428.03804,1.65899E+12,9887932.176,13555,203.66107,4704743.204,0
1.65899E+12,23097.52,23188.73,23096.19,23186.73,750.65808,1.65899E+12,17375450.52,19562,488.53472,11308685.76,0
1.65899E+12,23186.38,23190.44,23150.41,23170.1,478.94705,1.65899E+12,11096386.88,15634,213.44972,4945461.907,0
1.65899E+12,23168.05,23202.22,23164.49,23195,473.08375,1.65899E+12,10968371.49,15070,227.17355,5267241.95,0
1.65899E+12,23196.95,23198.82,23159,23173.4,358.98057,1.65899E+12,8318685.301,12553,175.42328,4065100.77,0
1.65899E+12,23173.28,23256.41,23153.64,23229.11,579.56336,1.65899E+12,13446797.3,15599,359.39613,8339929.916,0
1.65899E+12,23228.43,23257.11,23199.48,23242.79,689.23332,1.65899E+12,16011058.18,18402,322.41687,7489985.866,0
1.65899E+12,23242.79,23273.81,23190.01,23195.15,776.49806,1.65899E+12,18031466.05,19318,440.87383,10237235.25,0
1.65899E+12,23196.3,23201,23176.13,23181.35,347.53808,1.65899E+12,8058214.944,12301,160.84803,3729666.876,0
1.65899E+12,23181.35,23184.33,23146.94,23158.66,525.19349,1.65899E+12,12165019.87,12854,253.68018,5875635.029,0
1.65899E+12,23158.94,23181.19,23141.27,23172.13,442.03226,1.65899E+12,10237647.36,14255,226.55014,5247151.823,0
1.65899E+12,23171.2,23189.04,23154.39,23167.02,365.80862,1.65899E+12,8475697.089,12743,166.86022,3866217.172,0
1.65899E+12,23165.66,23168.32,23139.5,23159.75,412.11795,1.65899E+12,9540662.079,12551,203.33123,4707257.913,0
1.65899E+12,23159.75,23171.71,23139.11,23141.81,329.78691,1.65899E+12,7636107.042,11984,159.7851,3699830.647,0
1.65899E+12,23141.81,23172.34,23141.62,23154.26,334.5522,1.65899E+12,7747112.29,12529,172.82435,4002094.024,0
1.65899E+12,23156.09,23169.48,23141.33,23164.06,278.74814,1.65899E+12,6454278.093,11018,134.6616,3118090.672,0
1.65899E+12,23165.29,23215,23143.02,23200,743.20965,1.65899E+12,17222953.93,17409,322.50209,7474162.756,0
1.65899E+12,23198.59,23231.13,23171.6,23179.01,485.99768,1.65899E+12,11273970.68,15424,274.98423,6379528.03,0
1.65899E+12,23180.9,23183.06,23047.79,23124.86,966.4829,1.65899E+12,22325326.38,24785,379.8244,8772703.149,0
1.65899E+12,23122.37,23125.77,23000,23016.79,818.23587,1.65899E+12,18869158.79,22181,326.95179,7542362.074,0
1.65899E+12,23016.79,23042.96,22972.53,23013.65,779.00834,1.65899E+12,17927837.72,21732,332.76044,7658282.504,0
1.65899E+12,23013.65,23056.7,23003.66,23039.38,488.45697,1.65899E+12,11250853.15,17140,255.58104,5887185.299,0
1.65899E+12,23038.03,23043.77,22954.6,23013.93,748.62213,1.65899E+12,17215277.77,22161,337.11698,7753269.873,0
1.65899E+12,23008.57,23016.73,22978.17,22982.19,496.44464,1.65899E+12,11416078.44,17696,248.145,5706311.289,0
1.65899E+12,22982.19,22988.64,22948.05,22955.45,476.97665,1.65899E+12,10954057.45,17142,228.10954,5238909.064,0
1.65899E+12,22955.45,22960.3,22887,22903.45,919.17455,1.65899E+12,21065435.68,25070,425.86456,9759521.208,0
1.65899E+12,22903.45,22944.44,22893.01,22938.41,508.4184,1.65899E+12,11651713.36,17008,255.83073,5863209.827,0
1.65899E+12,22937.15,22980.89,22935.46,22943.25,629.05502,1.65899E+12,14444565.48,20522,351.07879,8061971.049,0
1.65899E+12,22942.24,22956,22920.3,22936.09,530.34901,1.65899E+12,12166824.19,17250,289.36679,6638539.71,0
1.65899E+12,22934.28,22947.36,22911.39,22940.74,525.84268,1.65899E+12,12058330.79,18011,273.6292,6275154.59,0
1.65899E+12,22940.17,22941.31,22901,22925.1,524.9028,1.659E+12,12029412.31,17823,252.88204,5795609.634,0
1.659E+12,22925.1,22936.77,22888.02,22913.3,581.73122,1.659E+12,13328753.5,19951,294.53386,6748440.948,0
1.659E+12,22911.4,22928,22884.3,22892.7,383.77506,1.659E+12,8789672.656,15571,183.2851,4197801.835,0
1.659E+12,22891.69,22900,22871.06,22882.16,541.29602,1.659E+12,12387825.68,16987,292.19445,6687290.86,0
1.659E+12,22881.65,22980,22877.43,22940.49,684.65463,1.659E+12,15695753.77,19140,364.56059,8357278.718,0
1.659E+12,22940.49,22967.97,22938.89,22956.99,402.59638,1.659E+12,9242001.7,14549,200.00354,4591416.937,0
1.659E+12,22956.99,22970,22938.5,22945.31,287.79522,1.659E+12,6605059.989,12241,138.77364,3185067.981,0
1.659E+12,22944.21,22945.47,22895.12,22914.19,440.46795,1.659E+12,10093449.03,16232,230.99894,5293462.487,0
1.659E+12,22912.35,22986.81,22912.15,22968.74,390.27777,1.659E+12,8955292.643,14466,205.38373,4712958.405,0
1.659E+12,22968.75,22972.64,22928.89,22948.1,370.50909,1.659E+12,8501471.765,13851,181.51091,4165059.243,0
1.659E+12,22948.1,23028.68,22942,22987.85,580.03222,1.659E+12,13333418.65,17073,322.53256,7414504.652,0
1.659E+12,22987.85,22993.48,22950,22980,418.90245,1.659E+12,9623450.159,14236,214.66822,4931763.793,0
1.659E+12,22980,22982.18,22932.01,22965.67,552.97492,1.659E+12,12696605.97,19655,283.53624,6510449.286,0
1.659E+12,22963.68,23008.58,22955.99,22995.91,431.34015,1.659E+12,9912155.705,20098,237.62194,5460877.229,0
1.659E+12,22995.91,22996.69,22918,22936.92,486.73194,1.659E+12,11171157.95,16933,226.26606,5193368.273,0
1.659E+12,22938.56,22940.99,22909.8,22930.66,380.22269,1.659E+12,8715561.963,14252,181.64371,4163804.048,0
1.659E+12,22929.96,22949.85,22877.92,22890.98,782.82475,1.659E+12,17934103.73,18168,419.54335,9611733.677,0
1.659E+12,22889.48,22909.7,22816.26,22902.66,1018.33809,1.659E+12,23286850.19,28027,503.81553,11522440.16,0
1.659E+12,22902.66,22915.73,22849.02,22871.46,606.17273,1.659E+12,13871657.71,21146,295.7914,6768633.159,0
1.659E+12,22871.46,22888.53,22846.69,22887.42,487.6695,1.659E+12,11152235.03,16133,234.05184,5352287.508,0
1.659E+12,22885.35,22942.95,22859.83,22939.6,839.16644,1.659E+12,19220398.74,23415,450.2197,10312477.24,0
1.659E+12,22938.14,22969.15,22928.62,22967.14,454.39637,1.659E+12,10427444.15,17253,241.79813,5549010.011,0
1.659E+12,22967.08,22980,22935.1,22947.18,402.40077,1.659E+12,9236886.201,16142,200.29075,4597738.939,0
1.659E+12,22945.54,22957.07,22930.83,22933.46,341.58777,1.659E+12,7837137.553,14436,179.01084,4107209.959,0
1.659E+12,22932.94,22988.99,22930.56,22978.45,417.24029,1.659E+12,9579490.789,16037,231.93415,5325094.324,0
1.659E+12,22978.45,22991.22,22958.89,22976.71,366.51309,1.659E+12,8420752.542,14435,178.5841,4103093.322,0
1.659E+12,22976.71,22986.82,22953.82,22970.76,311.42742,1.659E+12,7153351.625,12553,152.67465,3507022.924,0
1.659E+12,22972.66,22981.74,22961.19,22972.17,232.28928,1.659E+12,5335357.248,11441,119.77093,2751037.224,0
1.659E+12,22972.17,22979.53,22928.99,22954.66,351.15969,1.659E+12,8059474.634,14050,163.17871,3745047.602,0
1.659E+12,22955,23061.24,22939.66,22941.57,915.61564,1.659E+12,21067347.54,26500,496.68479,11427967.39,0
1.659E+12,22941.57,23009.88,22911,22998.14,505.20926,1.659E+12,11603379.92,19213,254.03565,5834916.286,0
1.659E+12,22995.58,23050,22958.96,23044.45,510.20016,1.659E+12,11736433.08,18260,282.88144,6507790.381,0
1.659E+12,23044.45,23100,23030,23040.44,757.46812,1.659E+12,17467484.95,24345,398.63496,9193607.786,0
1.659E+12,23039.15,23050.13,23023.27,23036.32,342.43969,1.65901E+12,7888874.002,14062,173.64629,4000432.865,0
1.65901E+12,23034.96,23036.6,22973.24,23027.65,631.85923,1.65901E+12,14537015.23,21072,299.7268,6896096.645,0
1.65901E+12,23027.68,23028.59,22989.53,22994.81,364.19435,1.65901E+12,8378066.119,14884,182.05826,4188228.366,0
1.65901E+12,22995.57,22998.76,22950,22979.17,426.74064,1.65901E+12,9804402.99,16690,209.02955,4802471.775,0
1.65901E+12,22981.61,23035,22964.53,23015.2,488.80181,1.65901E+12,11242837.98,17843,245.32919,5642763.864,0
1.65901E+12,23015.2,23017.16,22976.88,23005.63,323.14073,1.65901E+12,7432837.336,14246,146.65021,3373291.66,0
1.65901E+12,23005.63,23021.83,22976.67,22999.82,327.16853,1.65901E+12,7524442.143,13751,157.55413,3623491.729,0
1.65901E+12,22999.82,23039.99,22991.35,23028.94,407.21605,1.65901E+12,9372708.765,15474,202.59863,4663331.955,0
1.65901E+12,23028.94,23047.93,23010.23,23030.29,387.08856,1.65901E+12,8912924.201,14307,182.95804,4212771.733,0
1.65901E+12,23028.92,23049.4,23014.74,23045.53,373.21926,1.65901E+12,8595937.401,14331,202.60705,4666590.372,0
1.65901E+12,23044.8,23053.48,23020.36,23025.49,486.16108,1.65901E+12,11199332.57,15470,246.41932,5676997.358,0
1.65901E+12,23023.99,23085.15,22956.32,23045.56,1399.39719,1.65901E+12,32222095.37,28214,551.28866,12694796.07,0
1.65901E+12,23044.55,23091.92,23037.08,23089.97,656.4766,1.65901E+12,15147541.01,21674,339.09713,7824546.173,0
1.65901E+12,23089.97,23138.28,23075,23088.77,861.81295,1.65901E+12,19920169.97,24957,446.10092,10311518.11,0
1.65901E+12,23088.77,23117,23064.61,23094.76,623.87109,1.65901E+12,14402800.65,19873,260.40782,6011965.047,0
1.65901E+12,23094.76,23124.31,23086.01,23114.52,608.15527,1.65901E+12,14051644.04,20059,334.29239,7724206.334,0
1.65901E+12,23116.19,23120,23073.78,23079.67,528.46596,1.65901E+12,12206315.1,17480,248.38319,5737386.595,0
1.65901E+12,23077.49,23135,23035.04,23064.02,640.52599,1.65901E+12,14789533.67,21262,337.91582,7803586.68,0
1.65901E+12,23062.97,23100,23030.03,23047.48,582.08962,1.65901E+12,13421936.2,20463,294.46819,6790136.107,0
1.65901E+12,23045,23049.26,23005,23034.89,486.56219,1.65901E+12,11204682.12,18520,247.97193,5710687.456,0
1.65901E+12,23036.53,23039.22,22931.93,22955.71,946.00439,1.65901E+12,21752418.09,26348,395.28817,9090008.479,0
1.65901E+12,22955.71,23039,22873.37,23035.77,1040.62791,1.65901E+12,23869416.23,31568,483.91847,11102324.95,0
1.65901E+12,23037.98,23082.91,22582.13,22824.34,4772.34887,1.65901E+12,108656831.9,95459,2423.61727,55204675.14,0
1.65901E+12,22824.34,23002.15,22734.66,22773.73,2855.80235,1.65901E+12,65291201.09,60714,1289.3255,29482995.72,0
1.65901E+12,22773.73,22942.09,22771.45,22926.65,1701.13064,1.65901E+12,38896046.25,42819,882.07555,20167770.79,0
1.65901E+12,22926.65,23200,22917.72,23115.31,2511.20529,1.65901E+12,57918306.58,56996,1390.67476,32078237.27,0
1.65901E+12,23112.43,23195.27,23080.81,23134.53,1543.07003,1.65901E+12,35709925.37,41535,757.38174,17527823.08,0
1.65901E+12,23134.53,23140.92,23006.12,23034.04,1318.85695,1.65901E+12,30421070.45,36774,646.9672,14923676.69,0
1.65901E+12,23034.04,23061.98,22918.67,22948.11,1304.58036,1.65901E+12,29989076.79,36131,612.05786,14071206.29,0
1.65901E+12,22948.11,23043.12,22941.2,22974.54,1059.92117,1.65901E+12,24372119.95,27575,522.38011,12012966.87,0
1.65901E+12,22974.49,23064.85,22970,23057.88,861.34441,1.65901E+12,19824183.96,25211,469.3213,10802833,0
1.65901E+12,23057.88,23125.95,23019.86,23102.52,1351.63755,1.65901E+12,31207378.49,31391,807.90728,18653978.52,0
1.65901E+12,23102.52,23121.94,23059.73,23094.11,1027.14011,1.65901E+12,23719162.47,24783,487.96095,11269792.98,0
1.65901E+12,23097.38,23173,23062.19,23142.88,1290.77492,1.65901E+12,29839012.33,32699,750.40085,17345023.23,0
1.65902E+12,23146.44,23255.53,23087,23203.66,2150.51343,1.65902E+12,49880479.04,52599,1095.12469,25402734.92,0
1.65902E+12,23203.66,23268.29,23128.23,23133.09,1584.48718,1.65902E+12,36783980.01,41703,784.50212,18214664.46,0
1.65902E+12,23132.45,23157.73,22960.66,23000.48,1882.45492,1.65902E+12,43440663,47884,841.92838,19435823.8,0
1.65902E+12,23000.49,23017.13,22871.89,22954.66,1690.14306,1.65902E+12,38778967.52,47053,856.2839,19649229.69,0
1.65902E+12,22956.62,22982.59,22766.08,22831.09,2046.91559,1.65902E+12,46805851.32,52642,914.25356,20903034.68,0
1.65902E+12,22831.09,22900,22806.55,22852.26,1703.13529,1.65902E+12,38925456.43,41910,817.57669,18689574.93,0
1.65902E+12,22854.38,22908.54,22842.13,22864.46,1246.1131,1.65902E+12,28506109.48,35437,656.75618,15024971.33,0
1.65902E+12,22861.71,22887.54,22736.79,22820.09,1463.35746,1.65902E+12,33375787.01,38252,668.83244,15254877.96,0
1.65902E+12,22822.23,22908.97,22800.24,22903.38,1298.74889,1.65902E+12,29679695.77,35702,727.64551,16629995.26,0
1.65902E+12,22903.38,22960,22881.09,22916.21,1188.49179,1.65902E+12,27240556.07,33431,602.41785,13808688.12,0
1.65902E+12,22920.89,22933.13,22830.82,22897.63,1033.8302,1.65902E+12,23658097.9,32490,502.42561,11498194.26,0
1.65902E+12,22902.05,22926.82,22834.53,22898.12,1040.00895,1.65902E+12,23799370.77,30353,509.98627,11672326.17,0
1.65902E+12,22898.12,22920.16,22845.52,22897.2,918.6583,1.65902E+12,21022624.68,26898,452.10405,10346529.33,0
1.65902E+12,22897.2,23005.13,22894.5,22956.49,1071.19642,1.65902E+12,24603137.9,29481,608.77263,13981606.79,0
1.65902E+12,22958.52,23005,22908.27,22983.14,880.20983,1.65902E+12,20202730.17,24800,494.509,11352859.09,0
1.65902E+12,22986.9,23112.19,22961.01,23095.3,1266.21916,1.65902E+12,29174778.03,35626,703.49653,16210670.9,0
1.65902E+12,23097.36,23097.88,23024.39,23065.95,734.47712,1.65902E+12,16937988.04,23527,338.63715,7809605.349,0
1.65902E+12,23065.95,23140.18,23028.59,23130.78,1124.42839,1.65902E+12,25966289.62,30840,613.72238,14175466.22,0
1.65902E+12,23130.78,23177.75,23109.59,23129.97,1224.09752,1.65902E+12,28333381.36,30464,645.54305,14942835.32,0
1.65902E+12,23127.42,23183.85,23121.95,23144.42,870.01271,1.65902E+12,20144867.42,24250,381.05801,8823596.864,0
1.65902E+12,23144.42,23247.29,23121.95,23237.28,918.05826,1.65902E+12,21284248,26977,498.83446,11567007.87,0
1.65902E+12,23237.28,23297.83,23192.38,23282.31,1297.71067,1.65902E+12,30158383.05,33574,710.1343,16504893.81,0
1.65902E+12,23282.31,23392.34,23241.48,23381.9,1645.70494,1.65902E+12,38366358.94,37622,1043.78861,24335954.68,0
1.65902E+12,23377.99,23500,23366.57,23494.18,2551.72645,1.65902E+12,59853790.57,63561,1305.65547,30628072.53,0
1.65902E+12,23498.5,23555,23421.05,23532.15,1936.60868,1.65902E+12,45482145.09,42973,1235.24,29015019.32,0
1.65902E+12,23532.15,23649,23502,23593.7,2123.29905,1.65902E+12,50058620.65,54624,1171.61482,27623919.58,0
1.65902E+12,23593.71,23800,23590.19,23678.57,2896.61433,1.65902E+12,68612162.63,65915,1595.11493,37789945.52,0
1.65902E+12,23678.57,23737.65,23601.24,23727.93,1588.82671,1.65902E+12,37582421.19,40781,797.43306,18864991.68,0
1.65902E+12,23727.93,23992,23665.63,23944.16,4309.30121,1.65902E+12,102761849.9,70233,1915.92829,45658408.37,0
1.65902E+12,23944.16,23978.2,23719,23745.57,2495.16278,1.65902E+12,59414533.54,55303,1264.30271,30107586.8,0
1.65902E+12,23747.85,23795.66,23662.52,23750.76,2139.71799,1.65902E+12,50786586.05,46294,1020.66804,24227656.29,0
1.65902E+12,23753.44,23815.33,23712.76,23763.92,923.17162,1.65902E+12,21937592.06,25355,440.17755,10462051.11,0
1.65902E+12,23763.12,23870,23762.93,23779.79,1020.72014,1.65902E+12,24316795.73,29050,548.67794,13071367.48,0
1.65902E+12,23779.79,23900,23773.79,23849.55,765.31257,1.65903E+12,18259879.99,25755,394.52052,9413320.353,0
1.65903E+12,23847.64,23905.81,23817.07,23896.46,766.30055,1.65903E+12,18292643.82,23280,421.00128,10050912.14,0
1.65903E+12,23894.45,23944.84,23831.11,23898.87,1395.20366,1.65903E+12,33334780.07,35392,683.85301,16340025.02,0
1.65903E+12,23900.65,23942.25,23739.16,23779.06,1868.67739,1.65903E+12,44531032.54,45850,859.57579,20485290.31,0
1.65903E+12,23774.96,23824.31,23685,23799.42,1458.33064,1.65903E+12,34649388.45,36595,771.55835,18335710.74,0
1.65903E+12,23799.42,23815.83,23757.59,23807.02,765.52046,1.65903E+12,18209705.19,24625,387.03776,9207147.548,0
1.65903E+12,23807.02,23843.64,23775.41,23831.76,734.03709,1.65903E+12,17479316.06,23685,359.06419,8550416.107,0
1.65903E+12,23831.86,23844.28,23755,23813.18,798.39932,1.65903E+12,19007163.43,25008,400.65552,9538830.466,0
1.65903E+12,23814.82,23828.93,23742.55,23764.13,893.95068,1.65903E+12,21265668.23,24835,399.09788,9495649.614,0
1.65903E+12,23762.71,23813.83,23747.55,23799.87,863.49104,1.65903E+12,20533813.21,24784,463.76611,11029349.89,0
1.65903E+12,23799.87,23883.04,23791.62,23879.6,1006.25163,1.65903E+12,23992354.69,25582,572.98316,13662504.12,0
1.65903E+12,23878.13,23929.52,23857.02,23920.26,964.86927,1.65903E+12,23044219.1,24174,538.003,12850135.38,0
1.65903E+12,23923.56,23925.89,23842.6,23896.79,957.1665,1.65903E+12,22862436.67,23113,433.87841,10364714.95,0
1.65903E+12,23899.35,23977.38,23888.38,23920.43,1022.20945,1.65903E+12,24472380.17,26593,515.43444,12339673.62,0
1.65903E+12,23923.29,24023.91,23876.09,23891.49,1517.8545,1.65903E+12,36353473.76,36738,892.46777,21383333.69,0
1.65903E+12,23887.68,23953.99,23867.62,23945.43,854.09069,1.65903E+12,20423425.42,23721,389.95274,9326281.2,0
1.65903E+12,23945.43,24072.59,23923.79,24029.97,1364.73063,1.65903E+12,32762504.03,33597,741.68728,17807489.85,0
1.65903E+12,24032.77,24106.96,23982.4,23996.64,1336.01949,1.65903E+12,32146785.44,33900,662.07591,15934760.14,0
1.65903E+12,23996.64,24018.35,23922.5,23954.68,1208.95856,1.65903E+12,28961523.78,29559,516.74082,12379326.14,0
1.65903E+12,23955.74,23959.4,23900,23936.33,992.61737,1.65903E+12,23753278.81,26612,468.78931,11218784.07,0
1.65903E+12,23938.92,24024,23927.04,23999.83,1172.76697,1.65903E+12,28127658.87,26848,582.06696,13961424.61,0
1.65903E+12,23999.83,24007.49,23913.38,23921.8,1564.5839,1.65903E+12,37471187.21,31715,579.74071,13884896.68,0
1.65903E+12,23918.5,23940,23796.11,23817.68,1540.05702,1.65903E+12,36732860.75,35714,766.20605,18274599.6,0
1.65903E+12,23819.92,23838.87,23785.33,23804.65,974.59733,1.65903E+12,23207144.53,26642,472.40904,11249413.94,0
1.65903E+12,23804.65,23844.1,23768.87,23778.68,1016.29419,1.65903E+12,24199133.22,25376,464.59725,11063604.51,0
1.65903E+12,23778.68,23815,23775.94,23793.84,630.45187,1.65903E+12,15003236.53,17548,309.35226,7362340.164,0
1.65903E+12,23793.84,23797.65,23735.89,23764.99,795.78706,1.65903E+12,18911281.48,22610,388.0133,9221095.735,0
